0.0,-0.0,0.0,1.393
0.0,6.964,0.0,1.39
0.0,13.916,0.0,1.389
0.0,20.86,0.0,1.376
0.0,27.742,0.0,1.366
0.0,34.573,0.0,1.346
0.0,41.301,0.0,1.32
0.0,47.9,0.0,1.287
0.0,54.333,0.0,1.235
0.0,60.508,0.0,1.175
0.0,66.382,0.0,1.099
0.0,71.876,0.0,1.005
0.0,76.901,0.0,0.891
0.0,81.355,0.0,0.765
0.0,85.182,0.0,0.613
0.0,88.248,0.0,0.45
0.0,90.5,0.0,0.274
0.0,91.87,0.0,0.092
0.0,92.329,0.0,-0.092
0.0,91.87,0.0,-0.274
0.0,90.5,0.0,-0.45
0.0,88.248,0.0,-0.613
0.0,85.182,0.0,-0.765
0.0,81.355,0.0,-0.891
0.0,76.901,0.0,-1.005
0.0,71.876,0.0,-1.099
0.0,66.382,0.0,-1.175
0.0,60.508,0.0,-1.235
0.0,54.333,0.0,-1.287
0.0,47.9,0.0,-1.32
0.0,41.301,0.0,-1.346
0.0,34.573,0.0,-1.366
0.0,27.742,0.0,-1.376
0.0,20.86,0.0,-1.389
0.0,13.916,0.0,-1.39
0.0,6.964,0.0,-1.393
0.0,-0.0,0.0,-0.927
0.0,-4.634,0.0,-0.926
0.0,-9.263,0.0,-0.913
0.0,-13.826,0.0,-0.902
0.0,-18.335,0.0,-0.882
0.0,-22.742,0.0,-0.855
0.0,-27.018,0.0,-0.826
0.0,-31.146,0.0,-0.785
0.0,-35.069,0.0,-0.743
0.0,-38.784,0.0,-0.692
0.0,-42.245,0.0,-0.632
0.0,-45.403,0.0,-0.568
0.0,-48.245,0.0,-0.495
0.0,-50.718,0.0,-0.414
0.0,-52.787,0.0,-0.33
0.0,-54.438,0.0,-0.236
0.0,-55.618,0.0,-0.148
0.0,-56.36,0.0,-0.047
0.0,-56.593,0.0,0.047
0.0,-56.36,0.0,0.148
0.0,-55.618,0.0,0.236
0.0,-54.438,0.0,0.33
0.0,-52.787,0.0,0.414
0.0,-50.718,0.0,0.495
0.0,-48.245,0.0,0.568
0.0,-45.403,0.0,0.632
0.0,-42.245,0.0,0.692
0.0,-38.784,0.0,0.743
0.0,-35.069,0.0,0.785
0.0,-31.146,0.0,0.826
0.0,-27.018,0.0,0.855
0.0,-22.742,0.0,0.882
0.0,-18.335,0.0,0.902
0.0,-13.826,0.0,0.913
0.0,-9.263,0.0,0.926
0.0,-4.634,0.0,0.927
