126.037,-0.0,-0.122,0.0
125.43,-0.0,-0.372,0.0
123.572,-0.0,-0.605,0.0
120.545,-0.0,-0.828,0.0
116.403,-0.0,-1.029,0.0
111.257,-0.0,-1.206,0.0
105.226,-0.0,-1.36,0.0
98.425,-0.0,-1.492,0.0
90.964,-0.0,-1.597,0.0
82.981,-0.0,-1.685,0.0
74.558,-0.0,-1.752,0.0
65.799,-0.0,-1.809,0.0
56.754,-0.0,-1.846,0.0
47.524,-0.0,-1.873,0.0
38.162,-0.0,-1.892,0.0
28.702,-0.0,-1.906,0.0
19.173,-0.0,-1.916,0.0
9.591,-0.0,-1.918,0.0
0.0,-0.0,-0.547,0.0
-2.733,-0.0,-0.547,0.0
-5.468,-0.0,-0.535,0.0
-8.142,-0.0,-0.523,0.0
-10.757,-0.0,-0.511,0.0
-13.313,-0.0,-0.487,0.0
-15.748,-0.0,-0.469,0.0
-18.093,-0.0,-0.438,0.0
-20.286,-0.0,-0.408,0.0
-22.324,-0.0,-0.377,0.0
-24.209,-0.0,-0.339,0.0
-25.906,-0.0,-0.302,0.0
-27.415,-0.0,-0.257,0.0
-28.702,-0.0,-0.219,0.0
-29.799,-0.0,-0.168,0.0
-30.639,-0.0,-0.123,0.0
-31.253,-0.0,-0.071,0.0
-31.609,-0.0,-0.026,0.0
-31.739,-0.0,0.026,0.0
-31.609,-0.0,0.071,0.0
-31.253,-0.0,0.123,0.0
-30.639,-0.0,0.168,0.0
-29.799,-0.0,0.219,0.0
-28.702,-0.0,0.257,0.0
-27.415,-0.0,0.302,0.0
-25.906,-0.0,0.339,0.0
-24.209,-0.0,0.377,0.0
-22.324,-0.0,0.408,0.0
-20.286,-0.0,0.438,0.0
-18.093,-0.0,0.469,0.0
-15.748,-0.0,0.487,0.0
-13.313,-0.0,0.511,0.0
-10.757,-0.0,0.523,0.0
-8.142,-0.0,0.535,0.0
-5.468,-0.0,0.547,0.0
-2.733,-0.0,0.547,0.0
-0.0,-0.0,1.918,0.0
9.591,-0.0,1.916,0.0
19.173,-0.0,1.906,0.0
28.702,-0.0,1.892,0.0
38.162,-0.0,1.873,0.0
47.524,-0.0,1.846,0.0
56.754,-0.0,1.809,0.0
65.799,-0.0,1.752,0.0
74.558,-0.0,1.685,0.0
82.981,-0.0,1.597,0.0
90.964,-0.0,1.492,0.0
98.425,-0.0,1.36,0.0
105.226,-0.0,1.206,0.0
111.257,-0.0,1.029,0.0
116.403,-0.0,0.828,0.0
120.545,-0.0,0.605,0.0
123.572,-0.0,0.372,0.0
125.43,-0.0,0.122,0.0
